timestamp,demand_kw,solar_kw,wind_kw,temperature_c,cloud_cover_pct,wind_speed_ms,solar_radiation_wm2
2026-06-18 03:00:00+00:00,1460.65,0.0,111.85,26.87,72.47,7.81,0.0
2026-06-18 04:00:00+00:00,1463.3,0.0,86.3,28.35,87.42,4.56,0.0
2026-06-18 05:00:00+00:00,1816.4,0.0,82.0,26.71,85.55,4.89,0.0
2026-06-18 06:00:00+00:00,1857.06,6.79,55.62,29.39,88.47,4.28,0.0
2026-06-18 07:00:00+00:00,2055.81,43.28,99.28,31.25,56.41,6.52,73.51
2026-06-18 08:00:00+00:00,2351.38,109.24,54.95,31.87,60.3,2.99,264.32
2026-06-18 09:00:00+00:00,2715.73,156.67,57.61,33.53,66.38,3.99,363.65
2026-06-18 10:00:00+00:00,2693.01,286.41,7.59,32.2,42.02,0.5,534.44
2026-06-18 11:00:00+00:00,2780.78,219.99,48.29,32.68,67.39,3.58,474.01
2026-06-18 12:00:00+00:00,2915.32,274.09,42.81,31.83,48.98,2.52,579.13
2026-06-18 13:00:00+00:00,2892.99,308.19,18.62,35.7,42.33,2.83,551.71
2026-06-18 14:00:00+00:00,2957.58,195.71,0.0,34.4,72.46,0.5,377.79
2026-06-18 15:00:00+00:00,2802.55,149.19,12.19,32.91,66.71,0.5,314.93
2026-06-18 16:00:00+00:00,2795.56,218.95,26.87,31.86,10.39,4.53,401.52
2026-06-18 17:00:00+00:00,2559.61,63.26,37.36,31.1,46.96,5.12,109.45
2026-06-18 18:00:00+00:00,2364.16,3.62,16.44,26.86,41.69,3.39,0.0
2026-06-18 19:00:00+00:00,2121.51,0.0,33.74,29.18,28.9,5.84,0.0
2026-06-18 20:00:00+00:00,2001.96,0.0,31.24,27.71,29.01,5.68,0.0
2026-06-18 21:00:00+00:00,1667.58,0.0,78.21,23.38,63.56,12.22,0.0
2026-06-18 22:00:00+00:00,1445.24,0.0,71.96,26.53,38.21,7.22,0.0
2026-06-18 23:00:00+00:00,1571.39,0.0,98.14,27.79,23.7,9.3,0.0
2026-06-19 00:00:00+00:00,1188.81,0.0,109.33,26.49,47.87,9.23,0.0
2026-06-19 01:00:00+00:00,1433.43,0.0,86.81,26.41,81.6,7.55,0.0
2026-06-19 02:00:00+00:00,1341.45,0.0,95.14,27.88,62.29,5.86,0.0
2026-06-19 03:00:00+00:00,1334.99,0.0,104.3,26.51,35.23,7.09,0.0
2026-06-19 04:00:00+00:00,1572.88,0.0,47.06,26.88,37.41,3.27,0.0
2026-06-19 05:00:00+00:00,1642.89,0.0,91.11,23.15,76.26,6.32,0.0
2026-06-19 06:00:00+00:00,1927.76,0.0,170.92,30.25,70.24,9.77,12.61
2026-06-19 07:00:00+00:00,2080.14,51.48,67.46,31.23,83.26,3.18,90.57
2026-06-19 08:00:00+00:00,2395.39,98.27,57.77,30.81,56.62,4.13,272.77
2026-06-19 09:00:00+00:00,2504.33,294.23,12.01,31.36,25.8,0.95,499.48
2026-06-19 10:00:00+00:00,2619.59,236.99,61.54,31.78,56.65,4.5,455.8
2026-06-19 11:00:00+00:00,2863.86,263.77,33.28,34.8,53.68,3.51,527.19
2026-06-19 12:00:00+00:00,2889.86,265.73,0.0,31.65,60.29,1.3,507.61
2026-06-19 13:00:00+00:00,2985.15,335.97,40.92,31.58,32.27,5.02,690.76
2026-06-19 14:00:00+00:00,2955.01,278.87,39.86,34.0,43.37,3.5,548.41
2026-06-19 15:00:00+00:00,2944.02,293.77,0.0,33.75,15.1,0.5,602.4
2026-06-19 16:00:00+00:00,2660.67,130.41,52.17,31.65,50.97,7.1,312.57
2026-06-19 17:00:00+00:00,2590.88,93.72,65.44,29.84,20.29,8.32,254.99
2026-06-19 18:00:00+00:00,2366.26,9.55,53.4,29.96,41.64,7.5,19.06
2026-06-19 19:00:00+00:00,1997.61,0.0,48.71,24.32,36.77,4.66,0.0
2026-06-19 20:00:00+00:00,2000.99,0.0,51.55,29.59,57.4,7.01,0.0
2026-06-19 21:00:00+00:00,1704.83,0.0,51.33,27.3,22.99,7.92,0.0
2026-06-19 22:00:00+00:00,1605.85,0.0,102.72,26.92,41.3,11.19,0.0
2026-06-19 23:00:00+00:00,1320.59,0.0,76.2,27.37,46.78,7.49,0.0
2026-06-20 00:00:00+00:00,1159.47,0.0,87.39,25.88,31.25,9.02,0.0
2026-06-20 01:00:00+00:00,1187.07,0.0,130.21,26.82,68.82,10.02,0.0
2026-06-20 02:00:00+00:00,1158.51,0.0,130.28,25.73,41.24,8.29,0.0
2026-06-20 03:00:00+00:00,1170.57,0.0,72.6,28.65,58.62,4.63,0.0
2026-06-20 04:00:00+00:00,1263.85,0.0,105.79,26.7,54.32,7.01,0.0
2026-06-20 05:00:00+00:00,1466.86,0.0,91.95,27.47,58.46,6.26,0.0
2026-06-20 06:00:00+00:00,1460.06,0.44,44.91,28.28,86.57,2.68,0.0
2026-06-20 07:00:00+00:00,1911.68,23.31,4.45,30.12,82.7,0.5,116.39
2026-06-20 08:00:00+00:00,2113.55,141.68,64.6,30.37,49.58,2.85,344.1
2026-06-20 09:00:00+00:00,2193.07,145.17,49.44,32.59,86.91,2.69,271.59
2026-06-20 10:00:00+00:00,2372.56,173.55,26.56,32.27,72.03,1.68,390.43
2026-06-20 11:00:00+00:00,2484.98,231.05,23.84,33.85,58.93,2.95,469.69
2026-06-20 12:00:00+00:00,2393.14,280.31,1.3,33.91,51.26,0.61,617.37
2026-06-20 13:00:00+00:00,2526.44,252.14,0.0,33.76,50.3,0.5,599.54
2026-06-20 14:00:00+00:00,2509.55,305.83,9.01,33.31,39.19,2.2,574.97
2026-06-20 15:00:00+00:00,2351.05,248.28,11.07,30.78,22.99,3.46,576.19
2026-06-20 16:00:00+00:00,2244.65,206.07,12.93,30.25,28.64,2.68,365.23
2026-06-20 17:00:00+00:00,2133.2,81.16,23.76,29.0,42.69,1.15,178.33
2026-06-20 18:00:00+00:00,1966.59,0.0,22.81,28.07,65.9,4.55,0.0
2026-06-20 19:00:00+00:00,1863.99,0.0,42.56,27.6,43.84,4.53,0.0
2026-06-20 20:00:00+00:00,1458.54,0.0,64.51,29.15,44.95,9.23,0.0
2026-06-20 21:00:00+00:00,1431.71,0.0,67.43,25.7,41.18,5.98,0.0
2026-06-20 22:00:00+00:00,1310.22,0.0,65.45,26.75,48.71,7.13,0.0
2026-06-20 23:00:00+00:00,1220.87,0.0,121.99,27.67,63.6,11.19,0.0
2026-06-21 00:00:00+00:00,1197.45,0.0,117.39,25.27,48.68,9.88,0.0
2026-06-21 01:00:00+00:00,1128.15,0.0,129.92,28.33,61.24,10.3,0.0
2026-06-21 02:00:00+00:00,836.3,0.0,101.25,27.5,13.54,8.36,0.0
2026-06-21 03:00:00+00:00,1139.13,0.0,86.62,27.68,67.77,4.8,0.0
2026-06-21 04:00:00+00:00,1336.81,0.0,120.09,26.27,96.63,6.5,0.0
2026-06-21 05:00:00+00:00,1442.15,0.0,78.02,27.2,49.45,5.56,0.0
2026-06-21 06:00:00+00:00,1586.38,0.0,116.38,28.62,53.87,6.85,1.04
2026-06-21 07:00:00+00:00,1770.3,54.78,39.75,31.22,49.49,2.14,189.22
2026-06-21 08:00:00+00:00,2023.87,176.08,49.29,32.19,40.03,3.96,351.98
2026-06-21 09:00:00+00:00,2288.82,215.28,42.23,33.03,56.07,1.91,424.64
2026-06-21 10:00:00+00:00,2323.77,218.79,55.16,33.17,62.79,3.94,456.79
2026-06-21 11:00:00+00:00,2442.15,301.18,39.93,32.74,47.67,3.37,593.18
2026-06-21 12:00:00+00:00,2478.78,243.16,0.0,35.13,55.68,0.5,609.17
2026-06-21 13:00:00+00:00,2549.04,299.3,19.28,32.3,46.9,1.55,587.41
2026-06-21 14:00:00+00:00,2326.58,246.85,4.54,33.94,51.74,0.5,499.63
2026-06-21 15:00:00+00:00,2474.27,177.08,26.69,34.1,57.21,3.28,378.67
2026-06-21 16:00:00+00:00,2234.13,204.94,44.49,32.98,28.64,5.11,384.39
2026-06-21 17:00:00+00:00,2175.11,89.11,21.5,30.45,24.08,2.51,179.42
2026-06-21 18:00:00+00:00,1850.81,22.08,36.29,27.14,31.94,5.22,73.35
2026-06-21 19:00:00+00:00,1772.71,0.0,60.12,27.62,37.29,6.67,0.0
2026-06-21 20:00:00+00:00,1604.18,0.0,27.51,26.32,53.99,5.21,0.0
2026-06-21 21:00:00+00:00,1429.25,0.0,45.5,27.68,61.07,6.97,0.0
2026-06-21 22:00:00+00:00,1322.31,0.0,66.1,26.66,18.61,5.77,0.0
2026-06-21 23:00:00+00:00,1233.81,0.0,110.18,31.21,37.32,10.77,0.0
2026-06-22 00:00:00+00:00,1294.59,0.0,81.93,27.65,50.93,8.22,0.0
2026-06-22 01:00:00+00:00,1252.31,0.0,95.27,24.68,63.68,7.34,0.0
2026-06-22 02:00:00+00:00,1425.36,0.0,104.84,28.19,60.21,6.29,0.0
2026-06-22 03:00:00+00:00,1497.59,0.0,152.16,27.74,75.21,9.61,0.0
2026-06-22 04:00:00+00:00,1590.37,0.0,55.31,27.9,70.79,4.31,0.0
2026-06-22 05:00:00+00:00,1818.99,0.0,120.29,25.81,84.04,7.46,0.0
2026-06-22 06:00:00+00:00,1983.64,0.0,90.25,27.27,61.39,5.2,2.37
2026-06-22 07:00:00+00:00,2081.13,49.82,67.07,28.81,71.24,4.23,99.81
2026-06-22 08:00:00+00:00,2297.86,117.9,41.33,34.16,61.51,3.01,202.54
2026-06-22 09:00:00+00:00,2572.09,180.95,82.97,34.61,58.13,5.46,391.61
2026-06-22 10:00:00+00:00,2755.46,361.43,11.81,35.91,22.71,0.5,645.14
2026-06-22 11:00:00+00:00,2918.62,208.67,48.34,33.25,69.17,4.16,473.99
2026-06-22 12:00:00+00:00,2752.36,263.49,11.49,35.05,51.66,2.0,634.23
2026-06-22 13:00:00+00:00,2880.39,349.59,23.2,33.28,42.3,0.5,594.63
2026-06-22 14:00:00+00:00,2904.06,284.37,3.73,32.71,37.05,0.5,529.68
2026-06-22 15:00:00+00:00,2828.23,251.36,34.37,30.13,27.96,3.18,528.74
2026-06-22 16:00:00+00:00,2644.87,158.6,31.65,30.3,46.5,3.48,269.2
2026-06-22 17:00:00+00:00,2561.24,95.34,62.26,30.08,58.49,6.24,134.41
2026-06-22 18:00:00+00:00,2201.25,0.0,57.33,27.16,21.1,7.97,0.0
2026-06-22 19:00:00+00:00,2043.01,0.0,21.48,26.85,25.75,4.43,0.0
2026-06-22 20:00:00+00:00,1860.14,0.0,58.84,30.42,41.47,8.27,0.0
2026-06-22 21:00:00+00:00,1555.15,0.0,13.0,25.93,0.0,4.37,0.0
2026-06-22 22:00:00+00:00,1637.56,0.0,72.94,25.21,62.37,7.51,0.0
2026-06-22 23:00:00+00:00,1465.48,0.0,87.02,28.17,32.6,8.95,0.0
2026-06-23 00:00:00+00:00,1237.44,0.0,68.67,27.84,58.49,6.9,0.0
2026-06-23 01:00:00+00:00,1302.13,0.0,87.52,27.13,58.79,6.31,0.0
2026-06-23 02:00:00+00:00,1247.16,0.0,160.66,27.93,80.78,10.15,0.0
2026-06-23 03:00:00+00:00,1374.21,0.0,92.25,26.2,76.28,7.26,0.0
2026-06-23 04:00:00+00:00,1655.66,0.0,126.96,26.74,39.6,8.43,0.0
2026-06-23 05:00:00+00:00,1761.96,0.0,74.17,27.45,53.61,4.52,0.0
2026-06-23 06:00:00+00:00,1980.72,0.0,116.15,31.61,57.77,7.0,2.92
2026-06-23 07:00:00+00:00,2149.26,96.44,106.01,30.12,51.95,5.55,171.77
2026-06-23 08:00:00+00:00,2273.11,131.41,39.67,30.94,68.59,2.25,244.94
2026-06-23 09:00:00+00:00,2596.76,123.15,10.11,32.21,78.51,0.5,242.88
2026-06-23 10:00:00+00:00,2699.34,220.2,86.85,31.34,57.15,6.41,507.18
2026-06-23 11:00:00+00:00,2749.41,233.19,39.51,30.63,57.75,3.79,487.39
2026-06-23 12:00:00+00:00,2913.82,384.73,27.7,34.08,18.73,3.23,810.21
2026-06-23 13:00:00+00:00,3049.52,454.94,18.64,35.68,4.45,1.41,808.16
2026-06-23 14:00:00+00:00,2816.58,198.12,10.69,34.18,70.04,2.0,426.75
2026-06-23 15:00:00+00:00,2895.6,242.87,0.0,31.69,39.06,0.5,477.54
2026-06-23 16:00:00+00:00,2755.49,153.76,7.79,31.31,48.14,0.5,273.34
2026-06-23 17:00:00+00:00,2529.11,71.57,42.15,33.08,42.54,5.54,248.2
2026-06-23 18:00:00+00:00,2333.2,0.0,28.73,29.66,27.1,2.94,69.3
2026-06-23 19:00:00+00:00,1996.65,0.0,50.71,26.83,31.72,6.9,0.0
2026-06-23 20:00:00+00:00,1852.38,0.0,38.06,29.87,44.0,5.75,0.0
2026-06-23 21:00:00+00:00,1561.34,0.0,81.43,26.62,33.73,8.95,0.0
2026-06-23 22:00:00+00:00,1640.61,0.0,61.44,26.43,48.15,5.34,0.0
2026-06-23 23:00:00+00:00,1439.57,0.0,83.07,28.44,23.4,9.56,0.0
2026-06-24 00:00:00+00:00,1341.44,0.0,109.22,26.96,55.47,9.11,0.0
2026-06-24 01:00:00+00:00,1274.6,0.0,26.4,29.21,72.27,2.16,0.0
2026-06-24 02:00:00+00:00,1240.33,0.0,146.38,24.37,58.91,10.1,0.0
2026-06-24 03:00:00+00:00,1363.78,0.0,157.8,25.62,50.53,10.08,0.0
2026-06-24 04:00:00+00:00,1519.71,0.0,129.02,24.19,90.93,7.71,0.0
2026-06-24 05:00:00+00:00,1683.67,0.0,79.68,24.88,82.23,5.13,0.0
2026-06-24 06:00:00+00:00,1892.24,7.7,87.68,28.12,75.42,5.51,19.55
2026-06-24 07:00:00+00:00,2086.35,118.67,121.23,33.63,40.97,6.75,210.35
2026-06-24 08:00:00+00:00,2382.59,138.91,50.85,32.95,63.41,3.07,253.49
2026-06-24 09:00:00+00:00,2577.1,134.49,62.48,31.16,72.97,4.72,346.44
2026-06-24 10:00:00+00:00,2660.84,269.72,28.27,32.02,32.97,2.88,605.61
2026-06-24 11:00:00+00:00,2990.52,304.07,39.49,35.51,43.91,2.82,573.11
2026-06-24 12:00:00+00:00,2958.96,204.54,15.13,37.48,72.75,1.39,445.72
2026-06-24 13:00:00+00:00,2955.75,235.56,23.01,33.23,68.13,1.87,543.5
2026-06-24 14:00:00+00:00,3023.38,319.48,0.0,34.77,31.63,0.69,628.86
2026-06-24 15:00:00+00:00,2890.19,300.36,0.0,30.49,17.99,0.5,563.37
2026-06-24 16:00:00+00:00,2652.58,203.57,60.93,31.21,34.57,7.69,302.58
2026-06-24 17:00:00+00:00,2452.26,102.43,19.66,31.13,37.23,4.88,198.45
2026-06-24 18:00:00+00:00,2257.25,0.0,21.58,29.49,37.68,3.77,0.0
2026-06-24 19:00:00+00:00,2156.96,0.0,11.95,25.34,40.35,3.48,0.0
2026-06-24 20:00:00+00:00,1919.37,0.0,65.01,26.15,27.64,9.15,0.0
2026-06-24 21:00:00+00:00,1859.8,0.0,58.53,27.74,7.79,7.04,0.0
2026-06-24 22:00:00+00:00,1374.52,0.0,69.25,27.1,50.72,9.39,0.0
2026-06-24 23:00:00+00:00,1381.97,0.0,89.79,27.31,35.39,10.52,0.0
2026-06-25 00:00:00+00:00,1312.19,0.0,83.63,25.09,8.75,7.53,0.0
2026-06-25 01:00:00+00:00,1129.22,0.0,104.12,28.61,71.86,7.56,0.0
2026-06-25 02:00:00+00:00,1234.07,0.0,155.54,27.83,62.14,9.56,0.0
2026-06-25 03:00:00+00:00,1332.76,0.0,72.12,25.55,71.84,3.75,0.0
2026-06-25 04:00:00+00:00,1525.92,0.0,125.2,26.6,75.59,6.97,0.0
2026-06-25 05:00:00+00:00,1744.1,0.0,72.74,26.64,37.78,4.17,0.0
2026-06-25 06:00:00+00:00,1782.87,0.0,56.66,26.64,54.13,3.84,0.0
2026-06-25 07:00:00+00:00,2132.86,34.53,53.39,31.44,76.63,3.93,102.18
2026-06-25 08:00:00+00:00,2366.68,114.8,19.02,30.08,53.47,1.17,294.46
2026-06-25 09:00:00+00:00,2431.99,160.34,53.66,32.2,65.73,2.85,313.92
2026-06-25 10:00:00+00:00,2709.73,196.27,66.54,30.0,62.69,4.78,449.11
2026-06-25 11:00:00+00:00,2777.25,386.84,37.58,31.39,18.72,3.99,731.31
2026-06-25 12:00:00+00:00,2954.4,340.84,47.93,33.73,39.06,2.76,679.24
2026-06-25 13:00:00+00:00,2819.58,295.98,58.88,32.22,45.29,4.37,644.77
2026-06-25 14:00:00+00:00,2957.08,265.3,17.6,34.09,45.43,1.97,531.85
2026-06-25 15:00:00+00:00,2690.36,272.32,24.46,32.65,29.22,3.94,599.84
2026-06-25 16:00:00+00:00,2716.47,188.42,13.41,32.36,37.71,5.02,372.14
2026-06-25 17:00:00+00:00,2473.63,87.24,43.44,32.67,41.14,6.38,132.46
2026-06-25 18:00:00+00:00,2307.72,0.0,0.0,29.42,51.27,1.47,29.21
2026-06-25 19:00:00+00:00,1980.63,0.0,48.89,27.75,0.0,7.07,0.0
2026-06-25 20:00:00+00:00,1837.41,0.0,40.0,26.81,54.55,6.14,0.0
2026-06-25 21:00:00+00:00,1681.08,0.0,35.96,28.9,47.44,6.35,0.0
2026-06-25 22:00:00+00:00,1544.6,0.0,107.3,27.58,16.1,9.1,0.0
2026-06-25 23:00:00+00:00,1502.49,0.0,112.26,25.34,44.58,11.49,0.0
2026-06-26 00:00:00+00:00,1271.36,0.0,99.02,27.33,50.03,8.56,0.0
2026-06-26 01:00:00+00:00,1281.81,0.0,97.88,24.59,55.91,8.8,0.0
2026-06-26 02:00:00+00:00,1304.81,0.0,72.06,28.47,62.97,6.15,0.0
2026-06-26 03:00:00+00:00,1356.02,0.0,152.01,25.45,52.54,9.58,0.0
2026-06-26 04:00:00+00:00,1604.16,0.0,94.11,26.18,66.71,6.22,0.0
2026-06-26 05:00:00+00:00,1600.08,0.0,81.84,24.63,43.76,4.71,0.0
2026-06-26 06:00:00+00:00,1802.71,0.0,26.82,28.29,100.0,1.52,6.11
2026-06-26 07:00:00+00:00,2120.78,71.41,130.82,26.8,68.04,8.03,113.67
2026-06-26 08:00:00+00:00,2235.32,191.79,70.66,30.62,28.85,4.78,360.04
2026-06-26 09:00:00+00:00,2414.18,138.25,26.83,31.73,69.7,0.5,372.1
2026-06-26 10:00:00+00:00,2746.72,220.81,6.47,35.01,58.96,0.52,457.16
2026-06-26 11:00:00+00:00,2922.59,258.52,4.58,33.77,50.67,0.5,560.2
2026-06-26 12:00:00+00:00,2954.68,265.03,20.98,32.76,51.67,1.22,634.3
2026-06-26 13:00:00+00:00,3011.3,320.57,22.13,32.66,37.46,2.73,637.46
2026-06-26 14:00:00+00:00,3044.57,344.28,31.86,32.34,34.02,4.6,621.54
2026-06-26 15:00:00+00:00,2747.72,273.69,9.32,32.63,21.75,1.32,525.21
2026-06-26 16:00:00+00:00,2629.57,147.66,0.0,29.67,49.64,1.66,385.36
2026-06-26 17:00:00+00:00,2559.51,56.18,47.56,32.84,52.3,4.82,111.31
2026-06-26 18:00:00+00:00,2365.14,18.19,14.43,30.2,36.43,0.5,0.0
2026-06-26 19:00:00+00:00,1967.33,0.0,53.3,24.6,40.03,7.81,0.0
2026-06-26 20:00:00+00:00,1866.89,0.0,17.24,27.4,32.5,2.8,0.0
2026-06-26 21:00:00+00:00,1696.82,0.0,55.12,26.77,30.94,6.24,0.0
2026-06-26 22:00:00+00:00,1380.64,0.0,76.11,26.53,36.36,7.78,0.0
2026-06-26 23:00:00+00:00,1250.95,0.0,82.11,26.99,46.71,9.82,0.0
2026-06-27 00:00:00+00:00,1091.2,0.0,103.95,27.4,49.89,8.34,0.0
2026-06-27 01:00:00+00:00,936.38,0.0,103.29,28.39,61.14,7.38,0.0
2026-06-27 02:00:00+00:00,1182.07,0.0,91.32,28.82,67.17,5.84,0.0
